customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total
2183-zulvz,,f,0,1,1,70,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card (automatic),115.15,8250.0
2186-qzeya,0,f,1,0,0,29,1,1,dsl,1,1,0,0,0,0,month,1,bank transfer (automatic),58.55,1718.95
2187-lzgpl,1,f,0,0,0,7,0,0,dsl,0,1,0,0,0,1,month,1,credit card (automatic),40.1,293.3
2187-pkzay,0,m,0,0,0,12,1,0,fiber optic,0,0,0,0,0,1,month,1,bank transfer (automatic),79.95,1043.4
2188-sxwvt,0,f,0,0,0,34,1,0,dsl,1,1,0,0,0,0,one year,0,mailed check,55.0,1885.15
2189-uxtky,1,f,0,1,0,22,1,1,dsl,1,0,0,1,1,1,month,1,electronic check,79.2,1742.75
2189-wwoew,1,f,0,0,1,15,1,0,fiber optic,0,1,0,0,0,1,month,1,bank transfer (automatic),85.9,1269.55
2190-bcxec,0,f,0,1,0,40,1,1,fiber optic,0,0,0,1,0,0,month,1,credit card (automatic),78.85,3126.85
2190-phbhr,0,f,0,1,0,72,1,1,fiber optic,1,1,0,0,0,1,two year,1,credit card (automatic),94.45,6921.7
2192-ckrlv,0,f,0,1,0,72,0,0,dsl,1,1,1,0,0,1,two year,1,electronic check,49.2,3580.95
2192-ozitf,0,f,0,0,0,45,1,1,dsl,1,0,0,1,0,1,two year,0,mailed check,73.55,3349.1
2193-sfwqw,0,m,0,1,1,72,1,0,fiber optic,1,1,1,1,1,1,two year,0,bank transfer (automatic),111.95,8033.1
2194-iiqof,0,f,0,1,0,71,1,1,dsl,1,1,1,1,1,1,two year,0,credit card (automatic),89.3,6388.65
2195-vvrjf,0,m,1,1,0,18,1,0,dsl,1,0,0,0,0,1,month,1,credit card (automatic),59.1,1011.05
2195-zrvax,1,f,0,1,0,47,1,0,fiber optic,0,0,1,0,0,1,month,1,electronic check,85.3,4045.65
2197-omwgi,0,f,1,1,1,68,0,0,dsl,0,1,1,0,1,1,two year,1,electronic check,53.0,3656.25
2200-dsaal,0,f,0,0,0,68,1,1,dsl,0,1,1,0,1,1,two year,1,electronic check,80.65,5330.2
2202-cuyxz,1,m,0,0,0,1,1,0,fiber optic,0,0,1,0,1,0,month,1,electronic check,84.85,84.85
2202-outmo,0,f,0,1,0,34,1,1,dsl,1,0,0,1,0,0,month,1,bank transfer (automatic),60.85,2003.6
2203-ghnwn,0,f,0,1,0,24,1,1,fiber optic,0,0,1,0,0,0,month,1,mailed check,79.65,1928.7
2205-lpvgl,0,m,1,1,1,58,1,1,fiber optic,1,1,0,1,0,0,one year,1,bank transfer (automatic),89.85,5125.75
2205-ymzzj,1,m,1,0,0,7,1,1,fiber optic,0,0,0,0,1,0,month,1,electronic check,84.8,546.95
2207-nhrjk,1,m,0,0,0,1,1,0,dsl,0,1,0,0,0,0,month,0,electronic check,50.8,50.8
2207-obznx,1,m,0,0,0,7,1,0,dsl,1,0,0,0,0,0,month,1,mailed check,51.0,354.05
2207-qpjed,0,f,1,1,0,37,1,0,fiber optic,0,0,1,1,1,0,month,0,electronic check,90.0,3371.75
2207-ryyrl,0,m,0,1,1,52,1,1,no,0,0,0,0,0,0,two year,0,mailed check,24.55,1331.05
2208-mpxio,0,f,0,1,1,45,1,0,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),20.0,886.4
2208-nkvvh,0,m,0,1,1,43,1,1,no,0,0,0,0,0,0,two year,0,mailed check,24.25,1077.95
2208-nqbct,0,f,0,1,1,26,1,0,fiber optic,1,1,0,0,0,0,month,0,electronic check,81.95,2070.05
2208-ugtgr,0,m,0,0,0,56,1,1,fiber optic,0,1,0,0,1,1,month,0,electronic check,98.6,5581.05
2209-xadxf,0,f,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month,0,bank transfer (automatic),25.25,25.25
2211-rmnho,0,f,0,1,1,68,1,1,dsl,0,1,1,1,1,1,two year,0,bank transfer (automatic),85.3,5560.0
2212-lyask,0,m,0,1,1,27,0,0,dsl,0,1,1,0,0,1,one year,1,credit card (automatic),45.85,1246.4
2215-zafgx,0,m,0,0,0,9,1,1,fiber optic,0,0,0,0,1,0,month,1,electronic check,85.5,791.7
2219-mvuso,1,m,0,0,0,8,1,0,dsl,0,0,0,0,0,0,month,1,mailed check,45.15,438.4
2220-iahls,0,f,0,0,0,1,1,0,no,0,0,0,0,0,0,month,0,credit card (automatic),19.4,19.4
2223-gdshl,0,m,0,1,1,71,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),116.05,8297.5
2223-kagmx,1,f,0,0,0,15,1,0,no,0,0,0,0,0,0,month,0,bank transfer (automatic),19.4,289.3
2225-zrgsg,1,f,0,1,1,70,1,1,fiber optic,1,1,1,1,0,0,two year,0,bank transfer (automatic),93.9,6579.05
2226-icfdo,0,f,0,1,1,72,1,1,dsl,1,0,1,1,1,1,two year,1,credit card (automatic),85.9,6110.75
2227-jrsjx,0,f,0,0,0,21,1,0,fiber optic,0,1,0,1,1,1,month,1,bank transfer (automatic),99.15,1956.4
2228-bzdee,0,f,0,0,0,54,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.1,1079.45
2229-dpmbi,0,f,0,1,1,8,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.5,162.15
2229-vwqjh,0,f,0,0,0,24,1,0,dsl,0,0,1,0,0,0,month,1,credit card (automatic),49.3,1233.25
2230-xtuwl,0,f,0,1,1,48,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.55,883.35
2232-dmlxu,1,f,0,1,0,1,1,0,dsl,0,0,0,0,1,0,month,0,mailed check,55.2,55.2
2233-fagxv,0,f,0,1,1,5,1,1,no,0,0,0,0,0,0,month,1,mailed check,24.3,132.25
2233-txsiu,0,m,0,1,1,17,0,0,dsl,1,0,1,0,1,0,one year,0,credit card (automatic),44.45,792.15
2234-eofpt,0,m,0,1,0,72,1,0,dsl,1,1,0,1,1,1,two year,1,bank transfer (automatic),79.35,5753.25
2234-xaduh,0,f,0,1,1,72,1,1,fiber optic,0,1,1,0,1,1,one year,1,credit card (automatic),103.2,7362.9
2235-dwlju,0,f,1,0,0,6,0,0,dsl,0,0,0,0,1,1,month,1,electronic check,44.4,263.05
2235-ezaik,0,f,0,1,0,72,1,1,dsl,1,1,1,1,1,0,two year,0,credit card (automatic),79.2,5401.9
2235-zgkpt,1,f,0,1,1,4,1,1,dsl,0,0,0,0,0,0,month,0,mailed check,50.85,239.55
2236-hilpa,0,m,0,1,1,62,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),20.65,1218.45
2237-zfsmy,1,f,0,0,0,39,1,0,fiber optic,1,0,1,1,1,0,one year,1,electronic check,95.55,3692.85
2239-cfouj,0,m,0,1,1,1,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.4,20.4
2239-cgbuz,0,f,0,1,0,51,1,0,dsl,1,1,0,1,0,0,one year,1,bank transfer (automatic),60.5,3145.15
2239-jalaw,1,m,0,0,0,58,1,1,fiber optic,0,1,1,0,1,1,one year,1,bank transfer (automatic),103.25,6017.65
2240-hsjqd,0,m,0,0,1,38,1,1,fiber optic,0,1,0,0,0,0,month,1,mailed check,81.85,3141.7
2242-mfotg,0,m,0,0,0,33,1,1,fiber optic,1,0,0,0,0,0,one year,0,bank transfer (automatic),80.1,2603.3
2243-fnmmi,0,m,0,0,0,20,1,0,no,0,0,0,0,0,0,month,0,mailed check,19.4,415.4
2245-adzfj,0,f,0,1,1,31,1,1,dsl,0,1,0,1,1,1,two year,0,bank transfer (automatic),80.55,2471.6
2249-yprng,1,f,0,1,1,20,1,1,fiber optic,0,1,1,0,1,1,month,1,bank transfer (automatic),105.85,2239.65
2250-ivbwa,0,m,0,1,1,64,1,0,fiber optic,1,1,0,0,0,0,month,0,electronic check,81.05,5135.35
2251-pylpb,0,m,0,1,0,72,1,1,dsl,1,1,1,1,0,1,two year,0,credit card (automatic),79.55,5810.9
2252-isrnh,0,m,0,1,1,9,1,1,fiber optic,0,0,1,0,1,0,one year,1,electronic check,90.35,767.9
2252-jhjge,0,m,0,0,0,61,1,1,fiber optic,1,0,1,0,1,1,one year,0,electronic check,104.0,6363.45
2252-nknsi,0,m,0,0,1,52,1,1,dsl,1,1,0,1,1,1,two year,1,mailed check,85.15,4461.85
2253-kpmnb,0,f,0,1,1,69,0,0,dsl,1,1,1,1,0,0,two year,0,bank transfer (automatic),46.25,3121.4
2254-dlxri,0,f,0,0,0,1,1,1,fiber optic,0,1,0,0,0,0,month,1,mailed check,79.15,79.15
2256-ylylp,0,m,0,1,1,68,1,0,dsl,0,0,1,1,1,1,two year,1,bank transfer (automatic),72.95,4953.25
2257-bovxd,0,m,0,1,0,14,1,1,dsl,0,0,0,1,1,0,month,1,credit card (automatic),66.6,979.5
2259-ouusz,0,m,0,0,0,7,0,0,dsl,0,0,1,1,0,0,one year,1,credit card (automatic),35.5,249.55
2260-ustrb,1,f,1,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month,1,bank transfer (automatic),70.2,115.95
2262-slnvk,0,f,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month,0,electronic check,70.1,70.1
2263-sfsqz,0,m,0,1,1,51,1,1,no,0,0,0,0,0,0,two year,1,mailed check,24.95,1222.25
2265-cywiv,1,f,1,1,0,4,1,1,fiber optic,1,0,0,0,1,1,month,1,electronic check,99.6,347.65
2266-fubdz,0,m,0,1,1,15,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.35,278.85
2266-sjnat,0,f,0,1,0,72,1,1,fiber optic,0,1,1,1,1,1,one year,0,credit card (automatic),109.15,7789.6
2267-fpima,0,m,0,1,0,50,1,1,fiber optic,1,1,0,0,0,1,month,1,credit card (automatic),94.4,4914.9
2267-wtpyd,0,f,1,1,0,57,1,1,fiber optic,0,1,1,0,0,1,month,0,credit card (automatic),94.0,5438.95
2270-chbfn,0,f,0,1,0,44,1,1,fiber optic,1,1,1,1,0,0,month,1,credit card (automatic),95.1,4060.55
2272-jkmsi,0,f,0,1,1,62,1,1,fiber optic,0,1,1,1,1,1,one year,1,electronic check,110.8,6840.95
2272-qagfo,1,f,1,0,0,14,1,1,fiber optic,0,0,0,0,0,0,month,1,electronic check,74.3,1096.25
2272-uoini,0,f,0,0,0,7,1,0,dsl,1,1,0,1,1,1,month,1,electronic check,78.5,571.05
2272-wuspa,0,f,0,1,0,72,1,1,fiber optic,1,1,1,0,1,1,two year,1,electronic check,110.75,7751.7
2273-qckxa,0,m,0,0,0,1,1,0,dsl,0,0,0,1,0,0,month,0,mailed check,49.05,49.05
2274-xuata,0,m,1,1,0,72,0,0,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),63.1,4685.55
2275-rbyqs,0,f,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month,1,mailed check,45.4,45.4
2276-ydavz,1,f,0,0,0,3,1,1,fiber optic,0,0,0,0,0,0,month,1,credit card (automatic),75.1,270.7
2277-axsdc,0,f,0,0,0,32,1,0,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),19.75,624.15
2277-bkjkn,0,f,1,1,0,71,1,0,fiber optic,0,1,1,0,1,1,two year,1,electronic check,99.2,7213.75
2277-djjdl,0,m,1,1,0,60,1,1,fiber optic,0,0,0,1,1,1,month,1,electronic check,99.0,6017.9
2277-vwcni,0,f,1,0,0,4,1,1,dsl,0,0,0,0,0,0,month,0,mailed check,48.75,179.85
2279-axjjk,0,m,0,1,0,52,1,1,fiber optic,0,1,0,1,0,1,month,1,credit card (automatic),95.65,5088.4
2282-ygnor,0,f,0,0,0,29,1,0,dsl,1,0,1,1,0,0,one year,0,credit card (automatic),58.0,1734.5
2284-vflkh,0,m,0,1,0,49,1,0,fiber optic,0,0,1,1,1,1,one year,1,credit card (automatic),99.25,4920.8
2292-xqwsv,0,m,0,1,1,40,0,0,dsl,0,1,1,1,1,1,one year,0,mailed check,60.3,2448.5
2293-ijwps,0,f,0,1,0,57,1,1,fiber optic,0,0,1,0,1,1,one year,1,credit card (automatic),100.75,5985.0
2294-dmmus,0,f,0,1,1,62,1,1,dsl,0,0,0,0,1,1,month,1,credit card (automatic),70.45,4300.45
2294-salne,0,m,0,1,1,23,1,0,fiber optic,0,1,1,1,0,0,one year,0,mailed check,86.8,1940.8
2296-dkzfp,0,f,0,1,0,65,1,0,dsl,1,1,1,0,0,1,two year,0,bank transfer (automatic),71.0,4386.2
2300-rqgoi,0,f,0,0,0,38,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.05,741.5
2302-antdp,1,f,1,1,0,48,1,1,fiber optic,1,1,1,1,1,1,month,0,electronic check,117.45,5438.9
2302-ouzxb,0,m,0,1,0,72,1,1,dsl,0,1,1,0,1,1,two year,0,bank transfer (automatic),82.15,5784.3
2303-pjyhn,0,f,0,1,0,2,1,0,no,0,0,0,0,0,0,month,0,bank transfer (automatic),19.85,52.0
2305-mrglv,0,m,0,1,0,28,1,0,fiber optic,0,0,0,1,0,0,month,0,bank transfer (automatic),76.55,2065.4
2307-fynnl,0,m,1,0,0,65,1,1,fiber optic,1,0,1,1,1,1,two year,1,electronic check,109.05,7108.2
2308-sterm,0,f,0,0,0,2,1,0,no,0,0,0,0,0,0,month,0,mailed check,19.4,61.05
2309-osfeu,1,m,0,0,0,10,0,0,dsl,0,0,0,0,0,1,month,1,mailed check,33.9,298.45
2311-qymuq,1,f,0,1,1,16,1,0,fiber optic,0,1,1,0,1,0,month,1,credit card (automatic),89.45,1430.25
2314-tndjq,0,f,0,1,1,72,0,0,dsl,1,1,1,1,0,1,two year,0,credit card (automatic),55.65,3880.05
2316-esmls,0,f,0,1,1,12,0,0,dsl,1,0,0,1,0,0,one year,0,credit card (automatic),33.15,444.75
2320-jrsde,1,f,0,1,1,1,1,0,no,0,0,0,0,0,0,month,1,electronic check,19.9,19.9
2320-slkmb,0,f,0,0,0,26,0,0,dsl,0,0,1,1,1,0,month,1,credit card (automatic),44.45,1183.8
2320-tzrrh,0,f,0,0,0,20,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.5,403.15
2320-ykqbo,0,f,0,0,0,7,1,0,no,0,0,0,0,0,0,month,0,mailed check,19.3,144.95
2321-ombxy,1,f,0,1,1,38,1,0,dsl,1,1,0,1,1,1,one year,0,credit card (automatic),80.3,3058.65
2322-vczhz,0,m,1,1,0,23,1,0,fiber optic,1,1,0,0,0,1,month,1,electronic check,90.0,2024.1
2323-arsvr,0,m,0,1,0,67,1,0,fiber optic,1,1,1,1,1,1,two year,1,electronic check,111.05,7321.05
2324-aalno,0,f,0,0,0,48,1,1,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),24.55,1203.95
2324-efhvg,0,m,0,0,0,64,1,1,fiber optic,0,1,1,0,1,1,two year,1,bank transfer (automatic),104.4,6692.65
2325-nbpzg,0,f,0,0,0,3,1,0,fiber optic,1,0,0,0,0,0,month,1,electronic check,74.55,233.65
2325-wines,0,f,0,0,0,32,1,1,fiber optic,0,1,1,0,1,1,one year,1,credit card (automatic),104.05,3416.85
2325-zusfd,1,f,0,1,1,57,1,0,dsl,1,0,0,0,1,1,one year,1,bank transfer (automatic),70.1,3913.3
2330-pqgdq,0,m,0,1,1,51,1,1,fiber optic,0,1,0,1,0,0,one year,0,bank transfer (automatic),84.2,4299.75
2332-efbjy,1,m,0,0,0,16,1,0,no,0,0,0,0,0,0,month,1,mailed check,19.7,342.4
2332-todqs,0,f,0,0,0,48,1,1,no,0,0,0,0,0,0,one year,0,credit card (automatic),25.05,1171.5
2333-kweww,0,m,0,0,0,18,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),20.05,388.6
2335-gsoda,0,m,0,0,1,23,0,0,dsl,1,0,1,1,0,0,two year,0,mailed check,40.1,857.75
2338-bqezt,0,f,0,0,0,55,1,0,dsl,1,0,0,0,0,0,month,1,credit card (automatic),50.55,2832.75
2342-ckiao,0,f,0,0,0,2,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.3,41.2
2344-jmogn,1,m,0,1,0,9,1,0,fiber optic,0,1,1,1,1,0,month,1,mailed check,94.85,890.6
2346-czyil,0,m,0,0,0,27,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),20.35,531.6
2346-djqtb,0,f,0,0,0,35,0,0,dsl,0,0,0,0,0,0,month,0,electronic check,24.15,812.5
2346-locwc,0,f,0,1,1,58,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),20.5,1191.4
2347-wkkae,0,m,0,1,0,42,1,1,fiber optic,1,0,1,0,0,1,month,1,electronic check,94.4,4014.6
2348-kcjlt,0,f,0,1,0,44,1,0,dsl,1,1,1,0,0,0,one year,1,mailed check,61.5,2722.2
2351-bkrzw,0,f,0,1,1,43,1,0,dsl,1,0,1,0,1,1,two year,0,bank transfer (automatic),75.2,3254.35
2351-rrbue,0,f,0,1,1,7,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.65,134.05
2353-vpyns,,m,1,0,0,1,1,1,fiber optic,0,0,0,0,0,0,month,1,electronic check,73.65,73.65
2357-coqek,1,f,1,0,0,28,1,1,fiber optic,0,0,1,1,1,1,month,1,electronic check,103.3,2890.65
2359-kltek,0,f,0,1,1,41,1,0,fiber optic,0,0,1,0,1,1,month,1,bank transfer (automatic),94.9,3848.0
2359-kmgli,1,m,0,0,0,24,1,1,fiber optic,0,1,0,0,0,0,month,1,electronic check,80.25,1861.5
2359-qwqul,1,f,0,1,0,39,1,0,fiber optic,1,0,1,1,1,1,one year,1,credit card (automatic),104.7,4134.85
2360-rdgro,0,m,0,1,0,65,1,1,fiber optic,1,0,1,0,1,1,month,1,electronic check,104.25,6812.95
2361-fjwno,0,m,0,0,0,40,0,0,dsl,0,1,0,1,0,0,one year,0,credit card (automatic),36.0,1382.9
2361-upsnd,0,f,0,1,0,46,1,0,dsl,1,1,0,1,0,1,one year,0,mailed check,70.6,3231.05
2362-ibooy,1,m,0,0,0,36,1,1,fiber optic,0,0,0,0,0,1,month,1,electronic check,84.75,3050.15
2363-bjlsl,0,m,0,0,0,62,1,0,dsl,0,1,1,1,1,1,month,1,bank transfer (automatic),80.4,4981.15
2364-ufrom,0,m,0,0,0,30,1,0,dsl,1,1,0,1,1,0,one year,0,electronic check,70.4,2044.75
2368-gakkq,0,f,0,0,0,70,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),113.65,7939.25
2369-fevno,0,m,0,0,0,1,1,0,no,0,0,0,0,0,0,month,1,mailed check,19.9,19.9
2369-uapkz,1,m,0,0,0,5,1,1,fiber optic,0,1,1,0,1,1,month,0,mailed check,104.1,541.9
2371-jqhzz,0,m,0,1,0,24,1,1,fiber optic,0,0,0,0,1,1,month,1,electronic check,93.0,2248.05
2371-jungc,0,m,0,0,0,11,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.25,208.0
2371-kfuog,0,m,0,0,0,58,1,0,fiber optic,1,1,0,0,1,1,one year,0,bank transfer (automatic),99.15,5720.95
2372-hwuhi,1,m,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month,0,electronic check,44.35,81.25
2373-ntkod,0,m,0,0,0,8,1,0,dsl,0,0,0,0,1,1,month,1,electronic check,66.25,546.45
2378-htwfw,0,m,1,0,0,35,1,1,fiber optic,1,0,0,0,0,1,month,0,credit card (automatic),91.0,3180.5
2378-vtkdh,0,m,1,1,0,65,1,1,fiber optic,0,1,1,0,1,1,month,1,electronic check,104.35,6578.55
2378-yizka,0,f,0,1,1,68,1,0,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),85.0,5607.75
2379-enzgv,1,m,0,0,0,6,1,0,fiber optic,0,1,0,0,1,0,month,1,electronic check,84.85,523.5
2379-gyflq,0,m,0,0,0,46,1,1,fiber optic,0,1,1,0,1,0,one year,1,credit card (automatic),94.9,4422.95
2380-damqp,0,f,0,1,0,72,1,1,fiber optic,1,1,1,1,1,1,two year,0,electronic check,115.15,8349.7
2382-bckqj,1,f,0,0,1,62,1,1,fiber optic,0,0,1,0,1,1,one year,1,electronic check,100.15,6413.65
2384-ovpsa,0,f,1,0,0,38,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.2,735.9
2386-lahrk,1,m,0,0,0,1,1,0,dsl,0,0,0,0,1,0,month,1,mailed check,53.5,53.5
2386-owury,0,f,0,0,0,58,1,0,fiber optic,0,0,0,1,1,1,month,1,electronic check,95.3,5817.7
2387-kdzqy,0,m,0,0,0,17,1,0,no,0,0,0,0,0,0,one year,1,mailed check,20.1,279.5
2388-laesq,0,f,1,1,0,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),114.85,8317.95
2391-iplop,0,m,0,1,1,50,1,1,dsl,0,0,1,1,1,0,one year,1,electronic check,69.65,3442.15
2391-soori,1,m,0,0,1,4,1,0,dsl,1,0,0,0,0,0,month,0,electronic check,49.35,219.65
2393-divai,0,f,0,0,0,3,1,0,no,0,0,0,0,0,0,month,1,mailed check,20.0,61.7
2397-brlom,1,m,1,1,1,8,1,0,fiber optic,0,0,0,0,1,0,month,1,credit card (automatic),80.45,583.45
2398-ypmur,1,f,1,1,0,13,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,70.15,916.75
2400-feqme,0,m,0,1,1,55,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.5,1177.95
2400-xiwio,0,f,0,1,0,71,1,1,dsl,1,1,1,1,1,1,two year,0,electronic check,90.1,6310.9
2402-tairz,0,f,0,0,0,37,1,0,fiber optic,0,1,1,0,0,0,one year,0,electronic check,80.05,3019.1
2403-bcasl,1,m,1,1,1,41,1,1,fiber optic,0,1,1,1,1,1,one year,1,electronic check,111.95,4534.9
2404-jibfc,0,f,0,1,1,55,1,1,dsl,1,0,1,1,1,1,two year,1,bank transfer (automatic),85.1,4657.95
2405-lbmuw,0,f,0,1,1,61,0,0,dsl,1,1,0,1,0,1,one year,1,bank transfer (automatic),50.7,3088.75
2408-psjve,0,m,0,1,1,44,1,0,dsl,0,1,1,1,0,0,month,1,mailed check,61.9,2924.05
2408-tzmjl,1,m,0,1,0,59,1,1,fiber optic,1,1,1,0,1,1,one year,1,electronic check,110.15,6448.05
2408-witxk,1,f,1,0,0,10,0,0,dsl,0,0,0,0,0,1,month,1,electronic check,34.7,329.8
2410-ciyfz,0,m,0,0,1,2,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.4,42.9
2418-tpeun,0,f,0,1,1,56,1,0,no,0,0,0,0,0,0,two year,1,credit card (automatic),19.8,1119.9
2419-fsors,0,m,0,1,0,72,1,1,fiber optic,0,1,1,1,1,1,two year,1,electronic check,108.4,7719.5
2424-gxjqo,,f,0,0,0,3,1,0,dsl,0,0,1,0,1,0,month,0,electronic check,57.55,161.45
2424-wvhpl,0,m,1,0,0,1,1,0,fiber optic,0,0,0,1,0,0,month,0,electronic check,74.7,74.7
2428-hyunx,0,m,1,1,0,44,1,0,no,0,0,0,0,0,0,two year,1,credit card (automatic),19.35,847.25
2428-zmctb,0,m,0,0,0,10,1,0,no,0,0,0,0,0,0,month,0,credit card (automatic),19.75,208.25
2429-aykko,0,m,0,0,0,72,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),19.85,1434.1
2430-rryuw,0,m,0,0,0,66,1,0,dsl,1,1,0,0,0,0,one year,1,mailed check,54.8,3465.7
2430-usgxp,1,m,0,1,0,24,1,1,fiber optic,0,0,1,0,1,1,month,1,electronic check,101.05,2391.8
2432-tfsmk,0,m,0,0,0,18,1,1,fiber optic,0,0,1,0,1,0,one year,1,credit card (automatic),89.6,1633.0
2433-kmeas,1,m,0,0,0,22,1,1,dsl,1,0,0,0,0,0,month,1,electronic check,54.45,1127.35
2434-eevdb,0,f,0,1,0,64,1,1,fiber optic,1,0,1,0,1,0,two year,1,credit card (automatic),94.6,5948.7
2436-qbzfp,0,f,0,1,1,22,0,0,dsl,0,1,0,0,1,0,month,0,electronic check,39.2,849.9
2439-lypmq,0,m,1,1,0,38,1,1,fiber optic,0,1,1,0,1,1,month,1,electronic check,102.6,4009.2
2439-qkjul,0,m,0,0,0,5,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.25,109.8
2446-beggb,1,f,1,0,0,6,1,1,fiber optic,0,1,0,0,1,1,month,1,electronic check,98.25,560.6
2446-plqvo,1,m,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,70.3,70.3
2446-zkvaf,0,m,0,1,0,18,1,1,dsl,0,1,0,0,0,0,month,0,credit card (automatic),56.8,1074.65
2450-zkeed,0,f,0,0,0,11,1,0,dsl,0,0,1,1,0,0,one year,0,bank transfer (automatic),53.8,651.55
2451-ymuxs,0,m,1,0,0,67,1,1,dsl,1,1,0,1,0,0,two year,1,bank transfer (automatic),64.55,4250.1
2452-kdrrh,0,m,1,0,0,67,1,1,fiber optic,0,0,1,0,1,1,month,1,credit card (automatic),101.4,6841.05
2452-mrmzf,0,f,1,1,0,72,1,1,no,0,0,0,0,0,0,two year,1,credit card (automatic),25.7,1937.4
2452-snhfz,0,f,0,0,0,47,1,0,fiber optic,1,0,0,0,0,0,month,0,credit card (automatic),75.45,3545.1
2453-safns,0,f,1,0,0,54,1,1,dsl,0,1,0,1,1,0,one year,0,mailed check,72.1,3886.05
2454-rpbrz,1,f,1,1,0,12,1,1,fiber optic,0,1,1,0,1,0,month,1,electronic check,98.1,1060.2
2455-uslmv,0,f,0,0,0,31,1,1,fiber optic,1,0,1,0,0,0,month,1,credit card (automatic),84.75,2613.4
2458-eomre,0,f,0,0,0,11,1,0,dsl,1,0,1,0,0,1,month,0,bank transfer (automatic),64.05,733.95
2460-fpsyh,1,f,1,0,0,40,0,0,dsl,1,1,0,0,1,1,month,1,electronic check,55.8,2109.35
2460-ngxbj,0,m,1,1,1,11,1,1,fiber optic,0,0,0,0,0,0,month,1,credit card (automatic),75.2,775.3
2462-xiijb,1,m,0,0,0,5,1,1,fiber optic,0,0,1,0,1,0,month,1,electronic check,92.5,452.7
2465-blleu,0,m,0,0,0,1,1,0,no,0,0,0,0,0,0,month,1,mailed check,19.75,19.75
2466-fccpt,0,f,0,1,1,20,1,0,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),19.7,395.6
2466-nejoj,0,m,0,1,1,8,1,0,no,0,0,0,0,0,0,month,0,credit card (automatic),19.65,169.75
2468-sjflm,0,m,0,0,0,1,1,0,fiber optic,0,0,0,1,0,0,month,1,mailed check,74.3,74.3
2469-dtsgx,0,f,1,0,0,72,1,1,fiber optic,0,1,1,1,1,1,two year,0,electronic check,111.65,7943.45
2472-ovkup,1,m,0,1,0,6,1,0,fiber optic,0,1,1,0,0,1,month,1,electronic check,91.0,531.0
2474-brucm,1,m,1,1,0,40,1,1,fiber optic,1,0,0,0,1,1,month,0,electronic check,101.85,4086.3
2474-lcnue,0,f,0,1,0,23,1,1,dsl,0,0,0,1,1,1,month,1,credit card (automatic),73.65,1642.75
2475-mrozf,0,m,0,0,0,30,1,1,fiber optic,1,1,1,1,0,0,month,1,credit card (automatic),95.0,2852.4
2476-ygefm,0,f,0,0,0,29,1,1,fiber optic,0,0,0,0,0,0,month,1,credit card (automatic),76.0,2215.25
2478-eewwm,0,m,0,1,0,59,0,0,dsl,0,0,0,0,1,1,month,1,electronic check,44.3,2666.75
2479-bramr,1,m,1,1,0,41,1,1,fiber optic,1,0,1,0,0,0,month,1,bank transfer (automatic),83.75,3273.55
